name,club,season,position,overall,nationality
Aarón,UD Las Palmas,2023/24,GK,74,Spain
Escudero,R. Valladolid CF,2023/24,LB,74,Spain
Kiko Femenía,Villarreal CF,2023/24,RB,74,Spain
Dimitri Foulquier,Valencia CF,2023/24,RB,74,France
Raúl García,CA Osasuna,2023/24,ST,74,Spain
Borja García,Girona FC,2023/24,CM,74,Spain
Kike García,D. Alavés,2023/24,ST,74,Spain
Federico Gattoni,Sevilla FC,2023/24,CB,74,Argentina
Óscar Gil,RCD Espanyol,2023/24,RB,74,Spain
Sergi Gómez,RCD Espanyol,2023/24,CB,74,Spain
Ander Guevara,D. Alavés,2023/24,CM,74,Spain
Guridi,D. Alavés,2023/24,CAM,74,Spain
Miguel Gutiérrez,Girona FC,2023/24,LB,74,Spain
Rominigue Kouamé,Cádiz CF,2023/24,CM,74,Mali
Lekue,Athletic Club,2023/24,RB,74,Spain
Unai López,Rayo Vallecano,2023/24,CDM,74,Spain
Andriy Lunin,Real Madrid,2023/24,GK,74,Ukraine
Iván Martín,Girona FC,2023/24,CM,74,Spain
Borja Mayoral,Getafe CF,2023/24,ST,74,Spain
Nico Melamed,RCD Espanyol,2023/24,CAM,74,Spain
Melero,UD Almería,2023/24,CM,74,Spain
Mingueza,RC Celta,2023/24,RB,74,Spain
Stefan Mitrović,Getafe CF,2023/24,CB,74,Serbia
Stoichkov,SD Eibar,2023/24,LW,74,Spain
Aihen Muñoz,Real Sociedad,2023/24,LB,74,Spain
Alex Muñoz,Levante UD,2023/24,LB,74,Spain
Carlos Neva,Granada CF,2023/24,LB,74,Spain
Puertas,Granada CF,2023/24,RW,74,Spain
Monchu,R. Valladolid CF,2023/24,CM,74,Spain
Manu Sánchez,RC Celta,2023/24,LB,74,Spain
Rubén Sobrino,Cádiz CF,2023/24,LW,74,Spain
Carl Starfelt,RC Celta,2023/24,CB,74,Sweden
Vallejo,Granada CF,2023/24,CB,74,Spain
Unai Vencedor,SD Eibar,2023/24,CM,74,Spain
Toni Villa,Girona FC,2023/24,LW,74,Spain
Zaldúa,Cádiz CF,2023/24,RB,74,Spain
Agirrezabala,Athletic Club,2023/24,GK,73,Spain
Aketxe,SD Eibar,2023/24,CAM,73,Spain
Arbilla,SD Eibar,2023/24,CB,73,Spain
Pablo Barrios,Atlético de Madrid,2023/24,CM,73,Spain
Bigas,Elche CF,2023/24,CB,73,Spain
Antonio Blanco,D. Alavés,2023/24,CDM,73,Spain
Mohamed Bouldini,Levante UD,2023/24,ST,73,Morocco
Álex Centelles,UD Almería,2023/24,LB,73,Spain
Clerc,Elche CF,2023/24,LWB,73,Spain
Corpas,SD Eibar,2023/24,RW,73,Spain
Pejiño,UD Las Palmas,2023/24,RW,73,Spain
Luca de la Torre,RC Celta,2023/24,LW,73,United States
Bernardo Espinosa,Girona FC,2023/24,CB,73,Colombia
Abdessamad Ezzalzouli,Real Betis,2023/24,LW,73,Morocco
Valery,Girona FC,2023/24,RW,73,Spain
Carlos Fernández,Real Sociedad,2023/24,ST,73,Spain
Frederico Venâncio,SD Eibar,2023/24,CB,73,Portugal
Matteo Gabbia,Villarreal CF,2023/24,CB,73,Italy
Gumbau,Granada CF,2023/24,CM,73,Spain
Ianis Hagi,D. Alavés,2023/24,CAM,73,Romania
Jørgen Strand Larsen,RC Celta,2023/24,ST,73,Norway
Toni Lato,RCD Mallorca,2023/24,LB,73,Spain
Lazo,RCD Espanyol,2023/24,LW,73,Spain
Sergio León,Elche CF,2023/24,ST,73,Spain
Dion Lopy,UD Almería,2023/24,CDM,73,Senegal
Anthony Lozano,Getafe CF,2023/24,ST,73,Honduras
Pol Lozano,RCD Espanyol,2023/24,CDM,73,Spain
Wilson Manafá,Granada CF,2023/24,RB,73,Portugal
Roger Martí,Cádiz CF,2023/24,ST,73,Spain
Juan Carlos,Girona FC,2023/24,GK,73,Spain
Mata,Getafe CF,2023/24,ST,73,Spain
Manu Morlanes,RCD Mallorca,2023/24,CDM,73,Spain
Amath Ndiaye,RCD Mallorca,2023/24,LW,73,Senegal
Tanguy Nianzou,Sevilla FC,2023/24,CB,73,France
Rúben Vezo,Levante UD,2023/24,CB,73,Portugal
Allan-Roméo Nyom,CD Leganés,2023/24,CB,73,Cameroon
Aimar Oroz,CA Osasuna,2023/24,CM,73,Spain
Iñaki Peña,FC Barcelona,2023/24,GK,73,Spain
Luis Pérez,R. Valladolid CF,2023/24,RB,73,Spain
Kike Pérez,Rayo Vallecano,2023/24,CM,73,Spain
Óscar Plano,Elche CF,2023/24,LW,73,Spain
Pulido,SD Huesca,2023/24,CB,73,Spain
Largie Ramazani,UD Almería,2023/24,RW,73,Belgium
Chris Ramos,Cádiz CF,2023/24,ST,73,Spain
Mihailo Ristić,RC Celta,2023/24,LB,73,Serbia
Iván Sánchez,R. Valladolid CF,2023/24,RW,73,Spain
Salvi Sánchez,RCD Espanyol,2023/24,RW,73,Spain
Aleksandar Sedlar,D. Alavés,2023/24,CB,73,Serbia
Sivera,D. Alavés,2023/24,GK,73,Spain
Terrats,Villarreal CF,2023/24,CM,73,Spain
Villalibre,Athletic Club,2023/24,ST,73,Spain
Iván Villar,RC Celta,2023/24,GK,73,Spain
Gastón Álvarez,Getafe CF,2023/24,LB,72,Uruguay
Yan Couto,Girona FC,2023/24,RW,72,Brazil
Sergi Canós,Valencia CF,2023/24,LW,72,Spain
Mohamed-Ali Cho,Real Sociedad,2023/24,ST,72,France
Jorge Cuenca,Villarreal CF,2023/24,CB,72,Spain
Abner,Real Betis,2023/24,LB,72,Brazil
De La Hoz,R. Valladolid CF,2023/24,CDM,72,Spain
Jaume,Valencia CF,2023/24,GK,72,Spain
Álvaro,SD Huesca,2023/24,GK,72,Spain
Josan,Elche CF,2023/24,RB,72,Spain
David Gil,Cádiz CF,2023/24,GK,72,Spain
Sergi Guardiola,Cádiz CF,2023/24,ST,72,Spain
Juan Iglesias,Getafe CF,2023/24,LWB,72,Spain
Mickaël Malsa,R. Valladolid CF,2023/24,CDM,72,France
Mika Mármol,UD Las Palmas,2023/24,CB,72,Spain
Pablo Martínez,Levante UD,2023/24,CM,72,Spain
Jorge Meré,Cádiz CF,2023/24,CB,72,Spain
Merquelanz,Real Sociedad,2023/24,LW,72,Spain
Omenuke Mfulu,UD Las Palmas,2023/24,CDM,72,Congo DR
Jorge Miramón,CD Leganés,2023/24,RB,72,Spain
Tete Morente,Elche CF,2023/24,RW,72,Spain
Brian Ocampo,Cádiz CF,2023/24,LW,72,Uruguay
Cenk Özkacar,Valencia CF,2023/24,CB,72,Turkey
Alberto Perea,Granada CF,2023/24,LW,72,Spain
Mario Gaspar,Elche CF,2023/24,RB,72,Spain
José Pozo,Rayo Vallecano,2023/24,CAM,72,Spain
Álex Pozo,UD Almería,2023/24,RB,72,Spain
Yoel,SD Eibar,2023/24,GK,72,Spain
San Emeterio,Cádiz CF,2023/24,CM,72,Spain
Antonio Sánchez,RCD Mallorca,2023/24,RW,72,Spain
Óscar Sielva,SD Huesca,2023/24,CM,72,Spain
Giuliano Simeone,D. Alavés,2023/24,ST,72,Argentina
Daley Sinkgraven,UD Las Palmas,2023/24,LB,72,Holland
Álvaro Tejero,SD Eibar,2023/24,RB,72,Spain
Siebe Van der Heyden,RCD Mallorca,2023/24,CB,72,Belgium
Roman Yaremchuk,Valencia CF,2023/24,ST,72,Ukraine
Fabrizio Angileri,Getafe CF,2023/24,LB,71,Argentina
Chumi,UD Almería,2023/24,CB,71,Spain
Brugui,Levante UD,2023/24,RW,71,Spain
Marc Cardona,UD Las Palmas,2023/24,ST,71,Spain
Pep Chavarría,Rayo Vallecano,2023/24,LB,71,Spain
Konrad de la Fuente,SD Eibar,2023/24,LW,71,United States
Miguel,CD Leganés,2023/24,ST,71,Spain
Marcos André,R. Valladolid CF,2023/24,ST,71,Brazil
Raúl Fernández,Granada CF,2023/24,GK,71,Spain
Giovanni González,RCD Mallorca,2023/24,RWB,71,Uruguay
Quique,SD Eibar,2023/24,LW,71,Spain
José Gragera,RCD Espanyol,2023/24,CDM,71,Spain
Dominik Greif,RCD Mallorca,2023/24,GK,71,Slovakia
Raúl Guti,Elche CF,2023/24,CM,71,Spain
Álvaro Lemos,UD Las Palmas,2023/24,RB,71,Spain
Vitolo,Atlético de Madrid,2023/24,LW,71,Spain
Houboulang Mendes,UD Almería,2023/24,RB,71,Guinea-Bissau
Anuar,R. Valladolid CF,2023/24,CM,71,Morocco
Robert Navarro,Cádiz CF,2023/24,LW,71,Spain
Randy Nteka,Rayo Vallecano,2023/24,ST,71,France
Pacheco,Real Sociedad,2023/24,CB,71,Spain
Matheus Pereira,SD Eibar,2023/24,CDM,71,Brazil
Máximo Perrone,UD Las Palmas,2023/24,CM,71,Argentina
Abdón Prats,RCD Mallorca,2023/24,ST,71,Spain
Pubill,UD Almería,2023/24,RB,71,Spain
Dani Raba,CD Leganés,2023/24,RW,71,Spain
Juanpe,Girona FC,2023/24,CB,71,Spain
Kirian,UD Las Palmas,2023/24,CM,71,Spain
Miguel Rubio,Granada CF,2023/24,CB,71,Spain
Ricard,Granada CF,2023/24,RB,71,Spain
Alex Suárez,UD Las Palmas,2023/24,RB,71,Spain
Mamadou Sylla,R. Valladolid CF,2023/24,ST,71,Senegal
Gerard Valentín,SD Huesca,2023/24,RW,71,Spain
Jesús Vázquez,Valencia CF,2023/24,LB,71,Spain
Gonzalo Villar,Granada CF,2023/24,CM,71,Spain
Abdelkabir Abqar,D. Alavés,2023/24,CB,70,Morocco
Ilias,Villarreal CF,2023/24,RW,70,Spain
Alkain,D. Alavés,2023/24,RW,70,Spain
Julian Araujo,UD Las Palmas,2023/24,RB,70,Mexico
José Arnáiz,CA Osasuna,2023/24,LW,70,Spain
Jon Bautista,SD Eibar,2023/24,ST,70,Spain
Carlos Benavídez,D. Alavés,2023/24,CDM,70,Uruguay
Berrocal,SD Eibar,2023/24,CB,70,Spain
Lautaro Blanco,Elche CF,2023/24,LB,70,Argentina
Daniel Fuzato,Getafe CF,2023/24,GK,70,Brazil
Rober Correa,SD Eibar,2023/24,RB,70,Spain
De La Fuente,Levante UD,2023/24,CB,70,Spain
Juan Cruz,Real Betis,2023/24,LW,70,Spain
Famara Diédhiou,Granada CF,2023/24,ST,70,Senegal
Artem Dovbyk,Girona FC,2023/24,ST,70,Ukraine
Mamadou Fall,FC Barcelona,2023/24,CB,70,Senegal
Kaiky,UD Almería,2023/24,CB,70,Brazil
Nicolás Fernández,Elche CF,2023/24,LWB,70,Argentina
Álvaro Fernández,Granada CF,2023/24,LWB,70,Spain
Imanol,Athletic Club,2023/24,LB,70,Spain
Diego González,Elche CF,2023/24,CB,70,Spain
Javi Hernández,Cádiz CF,2023/24,LB,70,Spain
Filip Jörgensen,Villarreal CF,2023/24,GK,70,Denmark
Sory Kaba,UD Las Palmas,2023/24,ST,70,Guinea
Ibrahima Koné,UD Almería,2023/24,ST,70,Mali
André Ferreira,Granada CF,2023/24,GK,70,Portugal
Nikola Maraš,D. Alavés,2023/24,CB,70,Serbia
Diego Mariño,UD Almería,2023/24,GK,70,Spain
José Mari,Cádiz CF,2023/24,CDM,70,Spain
Javi Martínez,SD Huesca,2023/24,CM,70,Spain
Iván Martos,SD Huesca,2023/24,LB,70,Spain
Mamadou Mbaye,Cádiz CF,2023/24,CB,70,Senegal
Meseguer,R. Valladolid CF,2023/24,CDM,70,Spain
Ignasi Miquel,Granada CF,2023/24,CB,70,Spain
Sávio,Girona FC,2023/24,RW,70,Brazil
Abdul Mumin,Rayo Vallecano,2023/24,CB,70,Ghana
Yvan Neyou,CD Leganés,2023/24,CDM,70,Cameroon
Aitor Paredes,Athletic Club,2023/24,CB,70,Spain
Njegoš Petrović,Granada CF,2023/24,CDM,70,Serbia
Postigo,Levante UD,2023/24,CB,70,Spain
Yanis Rahmani,SD Eibar,2023/24,LW,70,France
Benito,UD Las Palmas,2023/24,LB,70,Spain
Sergio Ruiz,Granada CF,2023/24,CDM,70,Spain
Mario Soriano,SD Eibar,2023/24,CAM,70,Spain
Pablo Torre,Girona FC,2023/24,CAM,70,Spain
Gustavo Henrique,R. Valladolid CF,2023/24,CB,70,Brazil
Luca Zidane,SD Eibar,2023/24,GK,70,France
Marvin,UD Las Palmas,2023/24,RW,69,Spain
Arribas,UD Almería,2023/24,CAM,69,Spain
Flavien-Enzo Boyomo,R. Valladolid CF,2023/24,CB,69,Cameroon
Cantero,Levante UD,2023/24,ST,69,Spain
Carmona,Getafe CF,2023/24,RWB,69,Spain
Nicolás Castro,Elche CF,2023/24,CAM,69,Argentina
Seydouba Cisse,CD Leganés,2023/24,CM,69,Guinea
Carlos Domínguez,RC Celta,2023/24,CB,69,Spain
Aleix Febas,Elche CF,2023/24,CM,69,Spain
Joan Femenías,Levante UD,2023/24,GK,69,Spain
Dani Gómez,Levante UD,2023/24,ST,69,Spain
Fabio González,UD Las Palmas,2023/24,CDM,69,Spain
Ibrahima Kébé,Girona FC,2023/24,CM,69,Mali
Latasa,Getafe CF,2023/24,ST,69,Spain
Loureiro,SD Huesca,2023/24,RB,69,Spain
Sergio Lozano,Levante UD,2023/24,LW,69,Spain
Javi Muñoz,UD Las Palmas,2023/24,CAM,69,Spain
Juanjo Nieto,SD Huesca,2023/24,RB,69,Spain
Nolaskoain,Athletic Club,2023/24,CDM,69,Spain
Ørjan Nyland,Sevilla FC,2023/24,GK,69,Norway
Arnau Puigmal,UD Almería,2023/24,CAM,69,Spain
Andrei Rațiu,Rayo Vallecano,2023/24,RB,69,Romania
Abderrahman Rebbach,D. Alavés,2023/24,LW,69,Algeria
Oriol Rey,Levante UD,2023/24,CM,69,Spain
Ríos Reina,SD Eibar,2023/24,LB,69,Spain
Cristian Rivero,Valencia CF,2023/24,GK,69,Spain
Torrente,Granada CF,2023/24,CB,69,Spain
Undabarrena,CD Leganés,2023/24,CM,69,Spain
Algobia,Levante UD,2023/24,CM,68,Spain
Areso,CA Osasuna,2023/24,RB,68,Spain
Jovanny Bolívar,SD Huesca,2023/24,ST,68,Venezuela
Carreira,Elche CF,2023/24,RB,68,Spain
Jofre Carreras,RCD Espanyol,2023/24,RW,68,Spain
Sergio,CD Leganés,2023/24,CB,68,Spain
Cristian Herrera,UD Las Palmas,2023/24,RW,68,Spain
Rober Ibáñez,Levante UD,2023/24,LW,68,Spain
Stanko Jurić,R. Valladolid CF,2023/24,CDM,68,Croatia
Javi López,D. Alavés,2023/24,LB,68,Spain
Álex Martín,Elche CF,2023/24,CB,68,Spain
Marko Milovanović,UD Almería,2023/24,ST,68,Serbia
Cristhian Mosquera,Valencia CF,2023/24,CB,68,Spain
Joaquín,SD Huesca,2023/24,RW,68,Spain
Samuel Obeng,SD Huesca,2023/24,ST,68,Ghana
Lucas Rosa,R. Valladolid CF,2023/24,RB,68,Brazil
Martín,Rayo Vallecano,2023/24,CB,68,Spain
Juan Pérez,SD Huesca,2023/24,GK,68,Spain
Darío Poveda,CD Leganés,2023/24,ST,68,Spain
Jorge Sáenz,CD Leganés,2023/24,CB,68,Spain
Josema,CD Leganés,2023/24,LB,68,Spain
Álex Sola,D. Alavés,2023/24,RB,68,Spain
Jhon Solís,Girona FC,2023/24,CM,68,Colombia
Turrientes,Real Sociedad,2023/24,CM,68,Spain
Alarcón,FC Barcelona,2023/24,ST,67,Spain
Jérémy Blasco,SD Huesca,2023/24,CB,67,France
Iker Bravo,Real Madrid,2023/24,ST,67,Spain
Martín Calderón,Cádiz CF,2023/24,CDM,67,Spain
Julián Chicco,CD Leganés,2023/24,CDM,67,Argentina
Óscar Clemente,Levante UD,2023/24,LW,67,Spain
Yassin Fekir,Real Betis,2023/24,LW,67,France
Franquesa,CD Leganés,2023/24,LB,67,Spain
Kento Hashimoto,SD Huesca,2023/24,CM,67,Japan
Pablo Ibáñez,CA Osasuna,2023/24,CM,67,Spain
Karrikaburu,D. Alavés,2023/24,ST,67,Spain
Giorgi Kochorashvili,Levante UD,2023/24,CDM,67,Georgia
Olasagasti,Real Sociedad,2023/24,CM,67,Spain
Beñat Prados,Athletic Club,2023/24,CB,67,Spain
Iván Romero,Levante UD,2023/24,ST,67,Spain
Salinas,Elche CF,2023/24,LWB,67,Spain
Williot Swedberg,RC Celta,2023/24,CM,67,Sweden
Ureña,CD Leganés,2023/24,LW,67,Spain
Bryan,Granada CF,2023/24,LW,67,Spain
Joseda Álvarez,D. Alavés,2023/24,RB,66,Spain
Adu Ares,Athletic Club,2023/24,LW,66,Spain
John Donald,Elche CF,2023/24,CB,66,Spain
Omar El Hilali,RCD Espanyol,2023/24,RB,66,Morocco
Fortuño,RCD Espanyol,2023/24,GK,66,Spain
Borja Garcés,Elche CF,2023/24,ST,66,Spain
Joan García,RCD Espanyol,2023/24,GK,66,Spain
Peter,Real Madrid,2023/24,RW,66,Spain
Urko González,Real Sociedad,2023/24,CB,66,Spain
Pablo Gozálbez,Valencia CF,2023/24,CAM,66,Spain
Iturbe,Atlético de Madrid,2023/24,GK,66,Spain
Dani Jiménez,CD Leganés,2023/24,GK,66,Spain
Aboubakary Kanté,SD Huesca,2023/24,ST,66,Gambia
Enzo Lombardo,SD Huesca,2023/24,LW,66,France
Daniel Luna,RCD Mallorca,2023/24,CAM,66,Colombia
Javi Mier,SD Huesca,2023/24,CM,66,Spain
Raúl Moro,R. Valladolid CF,2023/24,LW,66,Spain
Luis Perea,CD Leganés,2023/24,CDM,66,Spain
Miguel Rodríguez,RC Celta,2023/24,RW,66,Spain
Cris Salvador,Elche CF,2023/24,CM,66,Spain
San Román,Elche CF,2023/24,GK,66,Spain
Svensson,CA Osasuna,2023/24,ST,66,Spain
Hugo Vallejo,SD Huesca,2023/24,LW,66,Spain
Arambarri,CD Leganés,2023/24,CB,65,Spain
Jon Aramburu,Real Sociedad,2023/24,RB,65,Venezuela
Luis Bilbao,Athletic Club,2023/24,LW,65,Spain
Diego Conde,CD Leganés,2023/24,GK,65,Spain
Aleix Garrido,FC Barcelona,2023/24,CM,65,Spain
Alfon,RC Celta,2023/24,LW,65,Spain
Javi Llabrés,RCD Mallorca,2023/24,LW,65,Spain
Unai Marrero,Real Sociedad,2023/24,GK,65,Spain
Mortimer,Granada CF,2023/24,RW,65,Spain
Obrador,Real Madrid,2023/24,LB,65,Spain
Rubén Pulido,SD Huesca,2023/24,CB,65,Spain
Kike Salas,Sevilla FC,2023/24,CB,65,Spain
Martin Šviderský,UD Almería,2023/24,CDM,65,Slovakia
Vilarrasa,SD Huesca,2023/24,LB,65,Spain
Diyaeddine Abzi,CD Leganés,2023/24,LWB,64,Canada
Marc Casadó,FC Barcelona,2023/24,CDM,64,Spain
Assane Diao Diaoune,Real Betis,2023/24,LW,64,Spain
Mourad Daoudi El Ghezouani,Elche CF,2023/24,ST,64,Morocco
Mikayil Faye,FC Barcelona,2023/24,CB,64,Senegal
Toni Fuidias,Girona FC,2023/24,GK,64,Spain
Diego García,CD Leganés,2023/24,ST,64,Spain
Naim García,CD Leganés,2023/24,RW,64,Spain
Antonio Gomis,Atlético de Madrid,2023/24,GK,64,Spain
Gori,RCD Espanyol,2023/24,CM,64,Spain
Julio Martínez,Granada CF,2023/24,ST,64,Spain
Guillem Molina,CA Osasuna,2023/24,CB,64,Spain
Owono,D. Alavés,2023/24,GK,64,Equatorial Guinea
Marvel,Real Madrid,2023/24,CB,63,Spain
Ricard Artero,Girona FC,2023/24,CAM,63,Spain
Ayesa,Real Sociedad,2023/24,GK,63,Spain
Álex Balboa,SD Huesca,2023/24,CM,63,Equatorial Guinea
Álex Blesa,Levante UD,2023/24,CM,63,Spain
Pau Casadesús,RCD Espanyol,2023/24,RB,63,Spain
Issa Fomba,CD Leganés,2023/24,LW,63,Mali
Berto Hórreo,SD Huesca,2023/24,GK,63,Spain
Noel,Real Madrid,2023/24,ST,63,Spain
Adri López,Granada CF,2023/24,GK,63,Spain
Jon Magunazelaia,Real Sociedad,2023/24,ST,63,Spain
Pablo Marín,Real Sociedad,2023/24,CAM,63,Spain
Nikolaos Michelis,CA Osasuna,2023/24,CB,63,Greece
Monjonell,Girona FC,2023/24,CB,63,Spain
Pablo Pérez,Atlético de Madrid,2023/24,LB,63,Spain
Juanlu Sánchez,Sevilla FC,2023/24,RWB,63,Spain
Pablo Valencia,CA Osasuna,2023/24,GK,63,Spain
Zarzana,Sevilla FC,2023/24,RW,63,Spain
Kikín,Cádiz CF,2023/24,RB,62,Spain
Víctor Aznar,Cádiz CF,2023/24,GK,62,Brazil
Marco Camus,Valencia CF,2023/24,LW,62,Spain
Cañizares,Real Madrid,2023/24,GK,62,Spain
Manu Garrido,RC Celta,2023/24,ST,62,Spain
Herrando,CA Osasuna,2023/24,CB,62,Spain
Kortajarena,SD Huesca,2023/24,CAM,62,Spain
Manu Morillo,Real Betis,2023/24,ST,62,Spain
Álex Padilla,Athletic Club,2023/24,GK,62,Spain
Alfonso Pastor,Sevilla FC,2023/24,GK,62,Spain
Recasens,RCD Espanyol,2023/24,CB,62,Spain
Joel Roca,Girona FC,2023/24,RW,62,Spain
Álvaro,Real Madrid,2023/24,ST,62,Uruguay
Rafa Tresaco,SD Huesca,2023/24,ST,62,Spain
Pau Víctor,FC Barcelona,2023/24,ST,62,Spain
Lalo Aguilar,CD Leganés,2023/24,CB,61,Spain
Diego Bri,Atlético de Madrid,2023/24,LW,61,Spain
Karl Edouard Etta Eyong,Cádiz CF,2023/24,CDM,61,Cameroon
Alberto Flores,Sevilla FC,2023/24,GK,61,Spain
Mario Fuente,RC Celta,2023/24,ST,61,Spain
David García,SD Huesca,2023/24,CM,61,Spain
Takuhiro Nakai,Real Madrid,2023/24,CAM,61,Japan
Manu Rico,SD Huesca,2023/24,LW,61,Spain
Adrián,D. Alavés,2023/24,GK,61,Argentina
John Patrick,Getafe CF,2023/24,CAM,60,Spain
Dani González,RC Celta,2023/24,ST,60,Spain
Jesús López,Elche CF,2023/24,GK,60,Spain
Tomás Mendes,D. Alavés,2023/24,CM,60,Spain
Diego Méndez,Rayo Vallecano,2023/24,CB,60,Spain
Sergio Mestre,Atlético de Madrid,2023/24,GK,60,Spain
Darío Ramos,CA Osasuna,2023/24,GK,60,Spain
Hugo Redón,Levante UD,2023/24,CM,60,Spain
Salazar,R. Valladolid CF,2023/24,ST,60,Spain
Wadi Ibrahim Suzuki,Girona FC,2023/24,ST,60,Japan
Marc Vidal,FC Barcelona,2023/24,GK,60,Spain
Javi Garrido,CD Leganés,2023/24,GK,59,Spain
Moha Moukhliss,FC Barcelona,2023/24,CM,59,Spain
Hugo Sotelo,RC Celta,2023/24,RW,59,Spain
Tan Kaiyuan,RCD Espanyol,2023/24,ST,59,China PR
Hugo Álvarez,RC Celta,2023/24,CM,58,Spain
Alex Rodríguez,Getafe CF,2023/24,RWB,58,Spain
Ruly García,RC Celta,2023/24,GK,56,Spain
Kylian Mbappé,Real Madrid,2024/25,ST,91,France
Jude Bellingham,Real Madrid,2024/25,CAM,90,England
Vini Jr.,Real Madrid,2024/25,LW,90,Brazil
Thibaut Courtois,Real Madrid,2024/25,GK,89,Belgium
Marc-André ter Stegen,FC Barcelona,2024/25,GK,89,Germany
Antoine Griezmann,Atlético de Madrid,2024/25,ST,88,France
Robert Lewandowski,FC Barcelona,2024/25,ST,88,Poland
Federico Valverde,Real Madrid,2024/25,CM,88,Uruguay
Jan Oblak,Atlético de Madrid,2024/25,GK,88,Slovenia
Antonio Rüdiger,Real Madrid,2024/25,CB,88,Germany
Frenkie de Jong,FC Barcelona,2024/25,CM,87,Holland
Rodrygo,Real Madrid,2024/25,RW,86,Brazil
Luka Modrić,Real Madrid,2024/25,CM,86,Croatia
Carvajal,Real Madrid,2024/25,RB,86,Spain
Pedri,FC Barcelona,2024/25,CM,86,Spain
Unai Simón,Athletic Club,2024/25,GK,86,Spain
David Alaba,Real Madrid,2024/25,CB,85,Austria
Ronald Araujo,FC Barcelona,2024/25,CB,85,Uruguay
Éder Militão,Real Madrid,2024/25,CB,85,Brazil
Jules Koundé,FC Barcelona,2024/25,RB,85,France
Giorgi Mamardashvili,Valencia CF,2024/25,GK,85,Georgia
Aurélien Tchouaméni,Real Madrid,2024/25,CDM,85,France
Nico Williams,Athletic Club,2024/25,LW,85,Spain
Julián Álvarez,Atlético de Madrid,2024/25,ST,84,Argentina
Iago Aspas,RC Celta,2024/25,ST,84,Spain
Rodrigo De Paul,Atlético de Madrid,2024/25,CM,84,Argentina
Raphinha,FC Barcelona,2024/25,RW,84,Brazil
Ferland Mendy,Real Madrid,2024/25,LB,84,France
Dani Olmo,FC Barcelona,2024/25,CAM,84,Spain
Álex Remiro,Real Sociedad,2024/25,GK,84,Spain
Eduardo Camavinga,Real Madrid,2024/25,CM,83,France
Andreas Christensen,FC Barcelona,2024/25,CB,83,Denmark
José María Giménez,Atlético de Madrid,2024/25,CB,83,Uruguay
Robin Le Normand,Atlético de Madrid,2024/25,CB,83,Spain
Marcos Llorente,Atlético de Madrid,2024/25,RW,83,Spain
Gerard Moreno,Villarreal CF,2024/25,ST,83,Spain
Gavi,FC Barcelona,2024/25,CM,83,Spain
Parejo,Villarreal CF,2024/25,CM,83,Spain
Koke,Atlético de Madrid,2024/25,CDM,83,Spain
Viktor Tsygankov,Girona FC,2024/25,RW,83,Ukraine
Isco,Real Betis,2024/25,CAM,82,Spain
Ángel Correa,Atlético de Madrid,2024/25,ST,82,Argentina
Sergi Darder,RCD Mallorca,2024/25,CM,82,Spain
Brahim,Real Madrid,2024/25,CAM,82,Morocco
Gayà,Valencia CF,2024/25,LB,82,Spain
Paulo Gazzaniga,Girona FC,2024/25,GK,82,Argentina
Yangel Herrera,Girona FC,2024/25,CDM,82,Venezuela
Nahuel Molina,Atlético de Madrid,2024/25,RB,82,Argentina
Oyarzabal,Real Sociedad,2024/25,ST,82,Spain
Sancet,Athletic Club,2024/25,CAM,82,Spain
Alexander Sørloth,Atlético de Madrid,2024/25,ST,82,Norway
Iñaki Williams,Athletic Club,2024/25,RW,82,Ghana
Yeray,Athletic Club,2024/25,CB,81,Spain
Balde,FC Barcelona,2024/25,LB,81,Spain
Álex Berenguer,Athletic Club,2024/25,LW,81,Spain
Rui Silva,Real Betis,2024/25,GK,81,Portugal
Conor Gallagher,Atlético de Madrid,2024/25,CM,81,England
Takefusa Kubo,Real Sociedad,2024/25,RW,81,Japan
Andriy Lunin,Real Madrid,2024/25,GK,81,Ukraine
Iñigo Martínez,FC Barcelona,2024/25,CB,81,Spain
Brais Méndez,Real Sociedad,2024/25,CM,81,Spain
Isi Palazón,Rayo Vallecano,2024/25,RW,81,Spain
David Soria,Getafe CF,2024/25,GK,81,Spain
Álvaro Valles,UD Las Palmas,2024/25,GK,81,Spain
Lucas Vázquez,Real Madrid,2024/25,RB,81,Spain
Vivian,Athletic Club,2024/25,CB,81,Spain
Lamine Yamal,FC Barcelona,2024/25,RW,81,Spain
Zubimendi,Real Sociedad,2024/25,CDM,81,Spain
Daley Blind,Girona FC,2024/25,CB,80,Holland
De Marcos,Athletic Club,2024/25,RB,80,Spain
Suso,Sevilla FC,2024/25,RW,80,Spain
Juan Foyth,Villarreal CF,2024/25,RB,80,Argentina
Javi Galán,Atlético de Madrid,2024/25,LB,80,Spain
Pepelu,Valencia CF,2024/25,CM,80,Spain
Nemanja Gudelj,Sevilla FC,2024/25,CB,80,Serbia
Miguel Gutiérrez,Girona FC,2024/25,LB,80,Spain
Thomas Lemar,Atlético de Madrid,2024/25,CM,80,France
Giovani Lo Celso,Real Betis,2024/25,CAM,80,Argentina
David López,Girona FC,2024/25,CB,80,Spain
Reinildo,Atlético de Madrid,2024/25,LB,80,Mozambique
Iván Martín,Girona FC,2024/25,CAM,80,Spain
Vedat Muriqi,RCD Mallorca,2024/25,ST,80,Kosovo
Jesús Navas,Sevilla FC,2024/25,RB,80,Spain
